citationCounts,ID,title,year,abstract,author
62,rasmussen_pair-bond_1981,Pair-bond strength and stability and reproductive success.,1981-01-01,"Semantic Scholar extracted view of ""Pair-bond strength and stability and reproductive success."" by D. Rasmussen","Rasmussen, Dennis R."
4,miller_computer_1981,A computer model of the evolution of specific maximum lifespan,1981-01-01,"Semantic Scholar extracted view of ""A computer model of the evolution of specific maximum lifespan"" by A. R. Miller","Miller, Arnold R."
0,eisdorfer_sociobiologic_1981,The {Sociobiologic} {Paradigm},1981-01-01,"Semantic Scholar extracted view of ""The Sociobiologic Paradigm"" by D. Barash","Barash, David"
0,williams_critical_1981-1,A {CRITICAL} {REVIEW} {OF} .9675 {MODELS} {IN} {SOCIOBIOLOGY},1981-01-01,"Sociobiology, as defined by E. 0. Wilson, deals with the biological basis of all social behavior (94). This subsumes a large area in the development of genetic models for the evolution of social
behavior. This article constitutes a critical review of a set of these models developed over the past 15 years. In assessing models of explanation we have only two major concerns, the adequacy of the
logic of the model and the validity of the assumptions when applied to particular field situations. This review is concerned with the first of these, the adequacy of the logic. The review is
structured in terms of some of the standard categories in sociobiology: inclusive fitness, kin selection and altruism; family selection, structured demes, and reciprocal altruism; and finally, group
selection. In reviewing this material it was found that there are major ambiguities in the use of basic terms, most importantly the term fitness. Unfortunately, population geneticists have long used
fitness in two senses, one being the average rate of increase of a genotype over a given time period, the other being the relative reproductive contribution of a genotype to the succeeding generation.
The latter concept is more precisely designated selective value (following Sewall Wright). Since population genetics was not a large field in the past, its practitioners seem never to have had
problems with using ""fitness"" to designate either of these concepts. But this review finds that yet a third fitness-like concept has been introduced in the literature of sociobiology. This is
occasionally labeled reproductive success. The utility of this concept is somewhat questionable, as will be shown. The concept of reproductive success may be related to some ambiguities because of the
presence of two kinds of models which influence the views","Williams, B. J."
0,wade_behavior_1981,{BEHAVIOR} {BY} {KIN} {SELECTION},1981-01-01,"Semantic Scholar extracted view of ""BEHAVIOR BY KIN SELECTION"" by M. Wade et al.","Wade, M. and Breden, F."
702,hoffman_is_1981,Is altruism part of human nature?,1981-01-01,"Semantic Scholar extracted view of ""Is altruism part of human nature"" by M. Hoffman","Hoffman, Martin L."
22,rijksen_infant_1981,Infant {Killing}; a {Possible} {Consequence} of a {Disputed} {Leader} {Role},1981-01-01,"This report gives the results of a series of experimental situations designed to prevent the habitual killing of infants in a group of 27 captive hamadryas baboons (Papio hamadryas), which were
studied sociologically over a year. Unlike the typical hamadryas one-male group, the captive group had a multi-male organisation similar to that described for savanna baboons. Of at least 20 infants
born in the group before the experimental period, all but 3 died, due to severe abuse by the leader male - the biological father of the victims. Detailed analysis showed that mothers and infants re-
introduced into the group attaracted disproportional attention from other group members, temporarily upsetting the structure: The leader male's status is seriously undermined in this stituation. By
appropriating the infant - and subsequent (ab-)use - the leader male manages to regain his social position and reinforce his high status. The infant is thus instrumental in the regulation of group-
dynamics - its death almost an accident. The currently common sociobiological approach to the killing of infants in animal societies is to consider it as an adaptive trait. Such a conclusion is
justified only if it can be shown that the behaviour is programmed in such a manner as to contribute systematically to the inclusive fitness of the performer. Such an effect was clearly absent in the
present case. The nature of the proximate mechanism revealed by our study suggests that it is more plausible to consider infant killing as a possible - and occasional - outcome of a behaviour the
proximate goal of which is to achieve social control and dominance. A review of the literature suggests that this approach may fit all cases of infant killing in primate societies, including infant-
abuse in human societies.","Rijksen, Herman D."
18,lopreato_toward_1981,Toward a theory of genuine altruism in {Homo} sapiens,1981-01-01,"Semantic Scholar extracted view of ""Toward a theory of genuine altruism in Homo sapiens"" by J. Lopreato","Lopreato, Joseph"
52,wenke_explaining_1981,Explaining the {Evolution} of {Cultural} {Complexity}: {A} {Review},1981-01-01,"Semantic Scholar extracted view of ""Explaining the Evolution of Cultural Complexity: A Review"" by R. Wenke","Wenke, Robert J."
0,richards_aspects_1981,Some aspects of growth and behaviour in the juvenile lobster {Homarus} gammarus ({Linnaeus}),1981-01-01,"Experiments were designed to assess-the influence of a number of  environmental factors on the growth and survival of laboratory reared  juvenile lobsters cultured in individual containers, and to
determine some of  the factors affecting the locomotor and feeding activity. The effect of  temperature and salinity was studied in a factorial experiment and the  optimum combination 'for growth
estimated by response surface analysis at  20.8oC and 29.8 p.p.t. Temperature and salinity levels in subsequent  experiments were maintained at or around the optimum, combination. Container  size
exerted an influence over the growth rate and significant reductions  occurred when the floor area was less than (1-2 x total length of lobster)2.  Darkness and low intensity constant illumination
were the most favourable  lighting conditions but shelter provision enhanced the growth rate under a  light-dark regime. Food utilisation was improved by periodic starvation, and  although feeding
every three days was not sufficient to sustain a high growth  rate, daily feeding conferred no advanatage over feeding every two days.  Temperature, salinity and ration level exerted the most direct
effect on the  frequency of moulting, while the other factors had a greater influence on the  size -of the moult increment. The locomotor and feeding activity was studied  under a variety of light
regimes and the effect of shelter, moult stage and  food availability recorded. A weak endogenous nocturnal pattern of locomotor  activity was found under constant conditions but under other light
regimes  activity was irregular and little affected by shelter availability. Daily fed  animals displayed a more pronounced nocturnal activity pattern associated  with feeding activity which was
generally confined to darkness with an overt  rhythmic component. The daily pattern of both locomotor and feeding activity  varied through the moult cycle and considerable variation in response at the
individual level emphasized the flexible nature of activity in the juvenile.","Richards, P. R."
24,chandrasoma_reproductive_1981,"Reproductive {Biology} of {Puntius} sarana, an indigenous species, and {Tilapia} rendalli (melanopleura), an exotic, in an {Ancient} {Man}-{Made} {Lake} in {Sri} {Lanka}",1981-01-01,"Investigations on the reproductive biology of Puntius sarana an indigenous species and Tiiapia remialli (melanopleura) an exotic, in an ancient man-made lake, Parakrama Sarnudra (Sea of Parakrama), in
Sri Lanka, carried out from February 1978 to May 1979 are presented. The overall female to male ratio in T. rendalli and P. sarana were 1.1:1.0 and 1.5:1.0, respectively. Considerable deviation from
the mean ratio was observed and are attributed to their spawning behaviour and migrations. In the larger size groups in T. rendalti males were dominant while the reverse was observed in P. sarana.
Both species were found to breed through out the year, with well defined peaks in the case of P. sarana which were coincidental with the main rainy seasons. Both species are multiple spawners,
fecundity ranging from 760 to 6160 in T. rendalli with length and weight varying from 18.8 to 25.8 cm and 126 to 380 g, respectively. In P. sarana. with a length of 23.8–38.0cm and a weight of 180–792
g, fecundity ranged between 16,000 and 290,000.","Chandrasoma, J. and Silva, S. S."
35,bateson_behavior_1981,"The {Behavior} of {Organisms}, as it is {Linked} to {Genes} and {Populations}",1981-01-01,"Accepting Novikoff’s notion of integrative levels (IL) in biology, we find that ethology is concerned predominantly with the IL of organisms. When we try to understand the evolutionary process,
including the evolution of behavior, we must evoke, in addition to the IL of organisms, specific properties of the ILs of populations, ecosystems, and subcellular elements (genes). Because these four
ILs are linked, any claim that evolution can be explained on the basis of principles solely at one level is ludicrous.","Schleidt, Wolfgang M."
12,bateson_evolutionary_1981,"Evolutionary, {Proximate}, and {Functional} {Primate} {Social} {Ecology}",1981-01-01,"Social ecology is separated into evolutionary, proximate, and functional subdivisions. In evolutionary social ecology, reconstructions are made of the differences in selection pressures responsible
for causing genetically based differences between social organizations. Proximate social ecology is the study of relationships between variation in the immediate environment and variation in social
organizations during the lifespan of the members in those social organizations. Functional social ecology is the study of effects of the immediate environment on social organizations and of how those
effects are related to the inclusive fitness of individuals within the social organizations. This tripartite division makes it possible to order laboratory, colony, and field investigations of social
ecological questions within a single conceptual framework. Consequently, the division may break down some of the barriers between studies of primate social ecology conducted in very different
environments. Issues discussed include (1) the necessary link between developmental studies of social behavior and evolutionary social ecology, (2) the current empirical focus on proximate social
ecology, (3) the current theoretical focus on evolutionary social ecology, and (4) the need for more studies empirically linking use of environment with social behavior.","Rasmussen, Dennis Robert"
159,silk_adoption_1980,Adoption and {Kinship} in {Oceania},1980-01-01,"The frequency and form of adoption practices in Oceania recently have been cited as evidence that human behavior is inconsistent with predictions derived from sociobiological theory (Sahlins 1976).
Ethnographic data reviewed here, however, suggest otherwise. In Oceania kinship is an important factor in the selection and treatment of adopted children as adoption occurs almost exclusively among
close relatives. Natal children often ally against their adopted siblings over the division of their common parents' estate while adoptive parents themselves frequently apportion their land unequally
among their natal and adopted children. These patterns and other data are consistent with predictions generated by a socio biological model of adoptive decisions. The model illustrates how kinship
facilitates adoption as a means of modifying extreme family sizes, and how asymmetries in the degrees of relatedness between parents and their adopted and natal children provide the basis of
differential treatment of them. Adoption in Oceania provides an example of a clearly cultural behavior which is consistent with socio biological predictions, and suggests that both culture and biology
are relevant to an understanding of human behavior. [sociobiology, kinship, adoption, Oceania]","Silk, Joan B."
457,gaines_dispersal_1980,Dispersal in {Small} {Mammals},1980-01-01,"It is not surprising that dispersal of individuals or propagules at some stage of the life cycle is a characteristic of most biological species. An organism requires some finite space in the
environment from which resources neces­ sary for its survival are acquired. The size of this space may fluctuate with changes in resource availability and population density, but there exists some
critical minimum space that must be maintained if the organism is to persist. Although resources within this space may be diverted into repro­ duction and the rearing of young, the continued occupancy
of the parent's resource space by the offspring, or vice versa, is a threat to survival. Yet the movement of either parent or offspring away from the natal site is likely to place the disperser at
risk. The dispersal of individuals can have profound effects on the genetic structure and demographic processes of a population. The movement of individuals between populations facilitates gene flow
and the maintenance of genetic variability (56, 76). Since dispersal promotes the utilization of new or depopulated areas, it can facilitate the persistence of local popula­ tions and therefore the
stability of the species over large geographic areas (136, 139). In spite of this, ecologists until recently have largely neglected dispersal as a demographic parameter that affects population
density. This may be because we cannot distinguish between natality and immigration or","Gaines, Michael S. and McClenaghan, Leroy R."
17,mccain_critical_1980,Critical {Reflections} on {Sociobiology} $^{\textrm{*}}$,1980-01-01,"Semantic Scholar extracted view of ""Critical Reflections on Sociobiology"" by R. McCain","McCain, Roger A."
165,lomnicki_regulation_1980,Regulation of {Population} {Density} {Due} to {Individual} {Differences} and {Patchy} {Environment},1980-01-01,"A theoretical model of population regulation is presented and discussed, based on the variation in individual resource intake within a single species population. There are several sources of this
variation, which can be hereditary as well as non-hereditary, the latter being due to individual age, stochastic events occurring during the life of individual, or social structure within the
population. A general model of population growth and regulation of a differentiated population in discrete time units is given and analytical solutions for two extreme cases are presented. Stability
is impossible in a population with equal resource partitioning among individuals, while unequal resource partitioning allows very stable populations. A further consequence of unequal resource
partitioning and heterogeneous environment is the regulation of population density by emigration, which brings about lower population density, higher food density and even higher stability than
without emigration. A simple model of the evolution of reproductive rates in heterogeneous environment shows that the reproductive rates are linearly proportional to random mortality in local
habitats. The occurrence of regulation of population density by emigration implies a new approach to the relation between ecosystem stability and species diversity.","Łomnicki, Adam and Lomnicki, Adam"
333,haukioja_role_1980,On the {Role} of {Plant} {Defences} in the {Fluctuation} of {Herbivore} {Populations},1980-01-01,"The role of plant defences in creating cyclic and less regular fluctuations in herbivore density is evaluated on the basis of a case study concerning the birch Betula pubescens and the autumnal moth
Oporinia autumnata. Birch strains from the outbreak area of the moth had basically similar but less intense immediate defensive responses when compared with birches from outside the outbreak area.
After defoliation, however, birches from the outbreak area had strong intensification of defence mechanisms lasting at least three years while a birch strain originating from outside the outbreak area
did not have any such response. Hence, birch defences offer a causal explanation why the moth population will probably not start a new increase immediately after the previous one in the outbreak area.
Several density-induced responses of the moth could be explained as adaptations when the defensive tactics of the host tree were known. For example, aggregated larvae grew better than solitary ones on
poor birch leaves with strong induced defence (probable diet at high larval densities) while solitary larvae grew better than crowded ones on high quality birch leaves (probable at low densities).
Assumptions underlying the plant defence theory on herbivore fluctuations are discussed. The true importance of plant defences is easily masked by increased susceptibility to predation, parasitism,
etc. Hence experiments are needed to reveal causal relations. Some experiments able to falsify the theory are proposed, as well as suggestions for avoiding obvious errors in the design of experiments.
The evolutionary basis of herbivore fluctuation, as well as the evolution of resource-saving adaptations, is discussed.","Haukioja, Erkki"
24,wade_group_1980,"Group {Selection}, {Population} {Growth} {Rate}, and {Competitive} {Ability} in the {Flour} {Beetles}, {Tribolium} {Spp}.",1980-01-01,"This is a report of an empirical study of competition between a laboratory strain of Tribolium confusum and populations of T. castaneum selected for increased and decreased produc- tivity by group and
individual selection. A pronounced inverse relationship between productivity and competitive ability was observed; fast-growing T. castaneum populations had the smallest effect on the ability of T.
confusum to recruit adults and slow-growing populations had the largest effect. The average duration of fast-growing T. castaneum populations was prolonged by competition but slow- growing populations
were not affected in this regard. Approximately half of the slow-growing popu- lations were facilitated in the production of adults by the presence of a competitor. The data suggest that individual
fitness, measured as relative reproductive rate, and population fitness, measured as persistence, may be in conflict. The relevance of these findings to group and individual selection in natural
populations is discussed.","Wade, Michael J."
24,davies_biological_1980,The {Biological} {Significance} of the {Immune} {Response} with {Special} {Reference} to {Parasites} and {Cancer},1980-01-01,"Semantic Scholar extracted view of ""The biological significance of the immune response with special reference to parasites and cancer."" by A. Davies et al.","Davies, Anthony J. S. and Hall, Joseph G. and Targett, Geoffrey A. T. and Murray, Max"
6,hirsch_evolution_1980,Evolution of senescence: {Influence} of age-dependent death rates on the natural increase of a hypothetical population,1980-01-01,"Semantic Scholar extracted view of ""Evolution of senescence: influence of age-dependent death rates on the natural increase of a hypothetical population."" by H. Hirsch","Hirsch, Henry R."
237,mundinger_animal_1980,Animal cultures and a general theory of cultural evolution,1980-01-01,"Semantic Scholar extracted view of ""Animal cultures and a general theory of cultural evolution"" by P. Mundinger","Mundinger, Paul C."
295,wright_genic_1980,{GENIC} {AND} {ORGANISMIC} {SELECTION},1980-01-01,"Semantic Scholar extracted view of ""GENIC AND ORGANISMIC SELECTION"" by S. Wright","Wright, Sewall"
8,thompson_social_1980,Social interaction under truly perfect information,1980-01-01,"Semantic Scholar extracted view of ""Social interaction under truly perfect information"" by E. Thompson et al.","Thompson, Earl A. and Faith, Roger L."
1,wetzel_suicide_1980,Suicide: the need for a cognitive perspective,1980-01-01,"Semantic Scholar extracted view of ""Suicide: the need for a cognitive perspective"" by R. Wetzel","Wetzel, Richard D."
0,hamilton_nonhuman_1980,Do nonhuman animals commit suicide?,1980-01-01,"Semantic Scholar extracted view of ""Do nonhuman animals commit suicide"" by W. Hamilton","Hamilton, William J."
0,carr_suicide_1980,Suicide: comments on {deCatanzaro}'s diathesis-stress model,1980-01-01,"Semantic Scholar extracted view of ""Suicide: comments on deCatanzaro's diathesis-stress model"" by E. Carr","Carr, Edward G."
0,duke_feasting_1980,Feasting on the sociobiology of suicide: somehow {I} still feel hungry …,1980-01-01,"Semantic Scholar extracted view of ""Feasting on the sociobiology of suicide: somehow I still feel hungry …"" by M. Duke","Duke, Marshall P."
1,farber_suicide_1980,Suicide as natural selection,1980-01-01,"Semantic Scholar extracted view of ""Suicide as natural selection"" by M. L. Farber","Farber, Maurice L."
0,wenz_heredity_1980,"Heredity, environment, and culture in suicide",1980-01-01,"Semantic Scholar extracted view of ""Heredity, environment, and culture in suicide"" by F. Wenz","Wenz, F.V."
0,blanchard_biological_1980,Biological variation and suicide,1980-01-01,"Semantic Scholar extracted view of ""Biological variation and suicide"" by D. Blanchard","Blanchard, D. Caroline"
1,decatanzaro_human_1980,Human suicide: toward a diathesis-stress hypothesis,1980-01-01,"Human suicide presents a fundamental problem for the scientific analysis of behavior. This problem has been neither appreciated nor confronted by research and theory. Almost all other behavior
exhibited by humans and nonhumans can be viewed as supporting the behaving organism's biological fitness and advancing the welfare of its genes. Yet suicide acts against these ends, and does so more
directly and unequivocally than any other form of rnaladaptivc behavior. Four heuristic models are presented here to account for suicide in an evolutionary and sociobiological framework. The first
model attributes suicide to the extraordinary development of learning and cultural evolution in the human species. Learning may make human behavior so independent of biological constraints that it can
occasionally assume a form entirely contrary to the principles of biological evolution. The second model attributes suicide to a breakdown of adaptive mechanisms in extremely stressful novel
environments. The third model involves kin and group selection, arguing that in limited circumstances suicide may occur because of beneficial effects it has on other, surviving individuals who share
the suicidal individual's genes. The last model suggests that suicide should be tolerated by evolution when it has no effect on the gene pool. This model holds particular promise in accounting for
aspects of suicide not attributable to culture. The evidence indicates that suicide is most common in individuals who are unlikely to reproduce and unable to engage in productive activity; such
individuals are least capable of promoting their genes. A complete explanation of suicide may derive only from an analysis of its biological significance.","deCatanzaro, Denys"
1,douglas_baechlers_1980,Baechler's theory of suicide,1980-01-01,"Semantic Scholar extracted view of ""Baechler's theory of suicide"" by J. Douglas","Douglas, Jack D."
106,decatanzaro_human_1980-1,Human suicide: a biological perspective,1980-01-01,"Abstract Human suicide presents a fundamental problem for the scientific analysis of behavior. This problem has been neither appreciated nor confronted by research and theory. Almost all other
behavior exhibited by humans and nonhumans can be viewed as supporting the behaving organism's biological fitness and advancing the welfare of its genes. Yet suicide acts against these ends, and does
so more directly and unequivocally than any other form of maladaptive behavior. Four heuristic models are presented here to account for suicide in an evolutionary and sociobiological framework. The
first model attributes suicide to the extraordinary development of learning and cultural evolution in the human species. Learning may make human behavior so independent of biological constraints that
it can occasionally assume a form entirely contrary to the principles of biological evolution. The second model attributes suicide to a breakdown of adaptive mechanisms in extremely stressful novel
environments. The third model involves kin and group selection, arguing that in limited circumstances suicide may occur because of beneficial effects it has on other, surviving individuals who share
the suicidal individual's genes. The last model suggests that suicide should be tolerated by evolution when it has no effect on the gene pool. This model holds particular promise in accounting for
aspects of suicide not attributable to culture. The evidence indicates that suicide is most common in individuals who are unlikely to reproduce and unable to engage in productive activity; such
individuals are least capable of promoting their genes. A complete explanation of suicide may derive only from an analysis of its biological significance.","deCatanzaro, Denys"
157,potts_population_1980,"Population {Dynamics} and {Breeding} {Success} of the {Shag}, {Phalacrocorax} aristotelis, on the {Farne} {Islands}, {Northumberland}",1980-01-01,"Semantic Scholar extracted view of ""Population dynamics and breeding success of the Shag, Phalacrocorax aristotelis, on the Farne Island, Northumberland"" by Gregory F. Potts","Potts, G. R. and Coulson, J. C. and Deans, I. R."
207,uyenoyama_theories_1980,Theories of kin and group selection: {A} population genetics perspective,1980-01-01,"Semantic Scholar extracted view of ""Theories of kin and group selection: a population genetics perspective."" by M. Uyenoyama et al.","Uyenoyama, M. and Feldman, M.W."
167,woodland_pursuit_1980,"The ""{Pursuit} {Deterrent}"" {Function} of {Alarm} {Signals}",1980-01-01,"With few exceptions (Perrins 1968; Smythe 1970) it has always been expressly or tacitly assumed that the function of ""alarm"" signals was to warn conspecifics of the presence of a predator. To some it
has also seemed self-evident that the signaler thereby decreased its chances of survival (Brereton 1959; Maynard Smith 1965; Hirth and McCullogh 1977). It has been the evolutionary implications of
that second assumption that have been responsible for most of the interest in this topic. If it could be demonstrated that such behavior was not only altruistic but that it operated among social
groups that were not kin groups it would provide evidence for ""group selection,"" the Achilles' heel of the theory of population self-regulation (Wynne-Edwards 1962). Opponents of these ideas can
invoke the rule of parsimony and argue that this kind of behavior is not altruistic but self-serving (Smythe 1970; Charnov and Krebs 1975). However, we do not believe that these authors have been as
parsimonious as they might have been. Our observations on the ""alarm"" signal of the eastern swamphen (Porphyrio prophyrio L.) indicate to us that this signal is intended for the predator, not
conspecifics. Our thesis is related to that of Smythe (1970), who proposed that the display of the white rump patch in various herbivorous mammals ""invited pursuit"" from a predator. Our interpretation
f how a predator is likely to respond to an alarm signal is, however, different. We provide evidence that alarm signals act as ""pursuit deterrent"" signals.","Woodland, D. J. and Jaafar, Zarinah and Knight, Mary-Lou"
26,zwickel_surplus_1980,Surplus yearlings and the regulation of breeding density in blue grouse,1980-01-01,"An experiment in which yearlings of both sexes of blue grouse (Dendragapus obscurus fuliginosus) were removed from breeding range showed that about two times, or more, yearlings of each sex were
identified here as compared with a nearby control area, though numbers of ""surplus"" yearlings varied among years. The removal of large numbers of yearlings from the experimental area did not reduce
breeding density, except ephemerally in 1 year. Nor did the removal of these birds affect populations in the surrounding area. These data confirm results from earlier studies with blue grouse, that
surplus yearlings of both sexes are present on the breeding range. Replacement yearlings of both sexes (those taking the place of birds removed) were able to breed, but those removed sequentially
(1974 to 1976) were lighter in body weight than those captured on control areas or those that settled synchronously after a near-total removal experiment in the same area. I infer from these results
that some form of behaviour keeps surplus yearlings from settling on the breeding range and that this behaviour is a key mechanism involved in the regulation of breeding density. The important
behaviour may involve either yearling–yearling or adult–yearling interactions.","Zwickel, Fred C."
95,ferguson_sceloporus_1980,Sceloporus {Undulatus}: {Comparative} {Life} {History} and {Regulation} of a {Kansas} {Population},1980-01-01,"The demography of a small, isolated population of the lizard Sceloporus undulatus garmani from eastern Kansas, USA was studied for 5 yr. Growth rates were relatively rapid; age of maturity, relatively
low; clutch size was small and decreased in successive clutches of the same females; juvenile survival, while low, was high for the species; adult survival was relatively low. The population size was
the most variable yet studied. Winter-spring mortality rates, probably due to predation, were constant regardless of density, but density-dependent mortality operated in at least 1 yr during this
period. Summer-fall recruitment was density dependent, probably due to predation on egg-laying females, but flooding and possible temperature-dependent predator susceptibility re- sulted in
instability of the population size. The population is probably below its resource limits most of the time. The comparative demography of this and eight other populations of S. undulates reported in
the literature was summarized. There are three ecological regions to which this species has adapted: eastern woodland, grasslands, and canyonlands. There are both regional and latitudinal differences
in suites of correlated traits, but comparative data on ecological pressures are not sufficient to support any single current theory of how these different populations are adapted.","Ferguson, Gary W. and Bohlen, Charles H. and Woolley, H. Patrick"
0,knopf_hatching_1980,On the {Hatching} {Interval} of {White} {Pelican} {Eggs},1980-01-01,"INTRODUCTION The white pelican (Pelecanus erythrorhynchos) is a determinant layer, producing a clutch of 2 eggs (1). The eggs within the clutch hatch asynchronously, so that the first chick to hatch
has a physical advantage over its sibling. The larger chick often kills the small chick, or forces it from the nest. Such chick mortalities are believed to be the major source of reproductive loss for
the species ( 1, 2, 3 ). Asynchronous hatching of eggs has been proposed as a mechanism enabling many avian species to adjust brood size to interseasonal variations in unpredictable food supplies (4,
5, 6). Parent birds feed larger nestlings before smaller chicks and in seasons of scarce food the smaller chick dies without nutritional cost to its sibling. This theory may apply to the asynchronous
hatch of white pelicans, but the hatching intervals of eggs in a clutch has neither been quantified nor interpreted relative to chick survival.","Knopf, F."
142,edney_commons_1980,The commons problem: {Alternative} perspectives.,1980-01-01,"Semantic Scholar extracted view of ""The commons problem: Alternative perspectives."" by J. Edney","Edney, Julian J."
84,butler_population_1980,"Population size, social behaviour, and dispersal in house mice: {A} quantitative investigation",1980-01-01,"Semantic Scholar extracted view of ""Population size, social behaviour, and dispersal in house mice: A quantitative investigation"" by R. G. Butler","Butler, R.G."
93,chapais_evolutionary_1980,An evolutionary model of female dominance relations in primates,1980-01-01,"Semantic Scholar extracted view of ""An evolutionary model of female dominance relations in primates."" by B. Chapais et al.","Chapais, Bernard and Schulman, Steven R."
92,sober_holism_1980,"Holism, {Individualism}, and the {Units} of {Selection}",1980-01-01,"The units of selection problem, as it is discussed within evolutionary theory, recapitulates some important elements in the dispute between methodological holism and methodological individualism.
Holism and individualism have for a long time occupied favored positions in the stable of old warhorses owned and operated by philosophers of social science. These particular old warhorses are thought
by many to be in retirement, although there is less than universal agreement about whether holism or individualism won the battle. Part of the point I will make about group versus individual selection
is that biologists, would do well not to emulate certain aspects of the holism/individualism controversy.","Sober, Elliott"
4,hull_herd_1980,The {Herd} as a {Means},1980-01-01,"In 1886 Friedrich Nietzsche noted the following basic error in the philosophies of his day, ”…to place the goal in the herd and not in single individuals! The herd is a means, no more! But now one is
attempting to understand the herd as an individual and to ascribe to it a higher rank than to the individual—profound misunderstanding!!! Also to characterize that which makes herdlike, sympathy, as
the more valuable side to our nature!” (Nietzsche 1901, p. 403). The recent flap over sociobiology has stemmed largely from the fear that biology is being used to justify a Nietzschean view of human
societies, as if the chief good in human relations must be basically selfish, as if apparently altruistic behavior is fundamentally hypocritical. From Darwin to the present, biologists have blithely
attributed the presence and persistence of all sorts of traits, including behavioral traits, to the “good of the species”.","Hull, David L."
91,kirch_archaeological_1980,The {Archaeological} {Study} of {Adaptation}: {Theoretical} and {Methodological} {Issues},1980-01-01,"Semantic Scholar extracted view of ""The Archaeological Study of Adaptation: Theoretical and Methodological Issues"" by P. Kirch","Kirch, Patrick V."
2,miley_self-awareness_1980,Self-{Awareness} {And} {Altruism},1980-01-01,"The concept of altruism is defined and distinguished from other social interactions. Contrasting theories on the evolution and maintenance of altruism in natural populations are discussed. Many
biologists argue against group selection and altruism espoused by Wynne-Edwards. Many behaviors that seem to be altruistic can be interpreted more parsimoniously by natural selection principles. Kin
selection, kin-group selection, and reciprocal altruism are principles advanced to explain behaviors thought to be altruistic. Humans, chimpanzees, and orangutans have self-identity, and this capacity
may allow organisms to transcend natural selection models of altruism.","Miley, William M."
2,amir_welfare_1980,A welfare function of altruism and its biological rationale,1980-01-01,"Semantic Scholar extracted view of ""A welfare function of altruism and its biological rationale"" by S. Amir","Amir, S"
5,fry_evolution_1980,The evolution of aggression and the level of selection controversy,1980-01-01,"This paper has two objectives. The first is to examine the “level of selection” controversy in an historical light, particularly as it relates to the evolution and function of aggressive behaviors.
Individual and kin selection, on the one hand, and group selection, on the other, are viewed as alternative scientific paradigms for interpreting aggression and other behaviors. It is suggested that
the crux of the conflict between these positions involves different ways of explaining altruism. Often, restraints in fighting are tacitly assumed to function first and foremost for the good of the
group or species to the detriment of the actor – ie, to be altruistic and to have evolved by group selection. The frequent use of the group level “good for the species” explanations in various
disciplines is noted.     A second and overlapping objective of this paper is to present evidence against group selection level interpretations and to propose instead that individual level selection
and inclusive fitness theory explain better and provide a heuristically more useful way of examining aggressive behavior. Toward these ends, ritualized aggressive behaviors, formerly assumed to exist
for species preservation, are reinterpreted along individualistic lines. Next, the concept of inclusive fitness [Hamilton, 1964] is discussed as a theoretical breakthrough which adds support to an
individual level approach. In short, the argument is set forth that animals, by and large, do not kill or seriously injure members of their own species because it usually is not in their genetic self-
interest to do so; social patterns of interaction such as aggressive encounters should be examined in terms of their effects on the fitness of the individuals engaging in the behaviors before group
adaptations are simply assumed. In illustration, data from several animal behavior studies are discussed. Consideration is also given to instances of intraspecific killing and wounding, which in fact
occur much more frequently than has been suggested by members of a group selectionist school of thought. Infant killing reported in lions and various primate species is examined and shown to be
explicable through individual selection and inclusive fitness theory. It is concluded that this approach represents a more viable theoretical framework for the evolutionary and functional study of
both ritualized and other forms of limited animal aggression as well as more violent incidents of intraspecific wounding and killing.","Fry, Douglas P."
309,dunnell_evolutionary_1980,Evolutionary {Theory} and {Archaeology},1980-01-01,"Semantic Scholar extracted view of ""Evolutionary Theory and Archaeology"" by R. Dunnell","Dunnell, Robert C."
0,gaines_dispersal_1980-1,{DISPERSAL} {IN} {SMALL} *4175 {MAMMALS},1980-01-01,"It is not surprising that dispersal of individuals or propagules at some stage of the life cycle is a characteristic of most biological species. An organism requires some finite space in the
environment from which resources necessary for its survival are acquired. The size of this space may fluctuate with changes in resource availability and population density, but there exists some
critical minimum space that must be maintained if the organism is to persist. Although resources within this space may be diverted into reproduction and the rearing of young, the continued occupancy
of the parent's resource space by the offspring, or vice versa, is a threat to survival. Yet the movement of either parent or offspring away from the natal site is likely to place the disperser at
risk. The dispersal of individuals can have profound effects on the genetic structure and demographic processes of a population. The movement of individuals between populations facilitates gene flow
and the maintenance of genetic variability (56, 76). Since dispersal promotes the utilization of new or depopulated areas, it can facilitate the persistence of local populations and therefore the
stability of the species over large geographic areas (136, 139). In spite of this, ecologists until recently have largely neglected dispersal as a demographic parameter that affects population
density. This may be because we cannot distinguish between natality and immigration or","Gaines, M. and Mcclenaghan, L."
0,koslowski_density_1980,"Density dependence, the logistic equation, and r- and {K}-selection: a critique and an alternative approach.",1980-01-01,"Semantic Scholar extracted view of ""Density dependence, the logistic equation, and r- and K-selection: a critique and an alternative approach."" by J. Koslowski","Koslowski, J."
